SVI Theme: Socioeconomic Status; Overall Socioeconomic Status (Percentile); NaturalBreaks
Data downloaded on 25-October-2025
County_FIPS,County,State,Diagnosed Diabetes-2015-Percentage,Overall Socioeconomic Status-2014-Percentile
42111,Somerset County,Pennsylvania,8.7,0.4282
42113,Sullivan County,Pennsylvania,6.3,0.4387
42115,Susquehanna County,Pennsylvania,6.7,0.313
42117,Tioga County,Pennsylvania,8.5,0.4187
42119,Union County,Pennsylvania,7.6,0.3836
42121,Venango County,Pennsylvania,9.2,0.419
42123,Warren County,Pennsylvania,8.7,0.2748
42125,Washington County,Pennsylvania,8.8,0.1509
42127,Wayne County,Pennsylvania,8.1,0.3763
42129,Westmoreland County,Pennsylvania,9,0.1108
42131,Wyoming County,Pennsylvania,7.5,0.2598
42133,York County,Pennsylvania,9,0.2541
44001,Bristol County,Rhode Island,6.8,0.1293
44003,Kent County,Rhode Island,7.9,0.1964
44005,Newport County,Rhode Island,5.9,0.086
44007,Providence County,Rhode Island,8.9,0.6199
44009,Washington County,Rhode Island,6.6,0.0649
45001,Abbeville County,South Carolina,12.8,0.9166
45003,Aiken County,South Carolina,11.2,0.5852
45005,Allendale County,South Carolina,12.5,0.9965
45007,Anderson County,South Carolina,11,0.6705
45009,Bamberg County,South Carolina,12.1,0.9058
45011,Barnwell County,South Carolina,13.5,0.937
45013,Beaufort County,South Carolina,8,0.1837
45015,Berkeley County,South Carolina,11.1,0.5126
45017,Calhoun County,South Carolina,11.1,0.6437
45019,Charleston County,South Carolina,9.3,0.3754
45021,Cherokee County,South Carolina,10.4,0.916
45023,Chester County,South Carolina,10.6,0.9411
45025,Chesterfield County,South Carolina,12.9,0.9386
45027,Clarendon County,South Carolina,11.9,0.9573
45029,Colleton County,South Carolina,11.6,0.901
45031,Darlington County,South Carolina,10.1,0.908
45033,Dillon County,South Carolina,17.8,0.9882
45035,Dorchester County,South Carolina,8.4,0.3722
45037,Edgefield County,South Carolina,11.9,0.7463
45039,Fairfield County,South Carolina,10.4,0.8771
45041,Florence County,South Carolina,12,0.773
45043,Georgetown County,South Carolina,9.3,0.6765
45045,Greenville County,South Carolina,9.6,0.418
45047,Greenwood County,South Carolina,11.5,0.8758
45049,Hampton County,South Carolina,11.5,0.8981
45051,Horry County,South Carolina,9.2,0.582
45053,Jasper County,South Carolina,12.6,0.9042
45055,Kershaw County,South Carolina,10.6,0.7087
45057,Lancaster County,South Carolina,10.6,0.7533
45059,Laurens County,South Carolina,11.2,0.8577
45061,Lee County,South Carolina,13.6,0.9828
45063,Lexington County,South Carolina,9,0.355
45067,Marion County,South Carolina,13.1,0.9478
45069,Marlboro County,South Carolina,12.6,0.9901
45065,Mccormick County,South Carolina,10,0.8631
45071,Newberry County,South Carolina,12,0.7399
45073,Oconee County,South Carolina,8.5,0.6832
45075,Orangeburg County,South Carolina,12.5,0.922
45077,Pickens County,South Carolina,9,0.7625
45079,Richland County,South Carolina,10.2,0.4721
45081,Saluda County,South Carolina,10.9,0.8606
45083,Spartanburg County,South Carolina,11,0.694
45085,Sumter County,South Carolina,11.2,0.8141
45087,Union County,South Carolina,10.3,0.8669
45089,Williamsburg County,South Carolina,15.6,0.9424
45091,York County,South Carolina,10.2,0.4358
46003,Aurora County,South Dakota,9.6,0.1601
46005,Beadle County,South Dakota,7.8,0.4715
46007,Bennett County,South Dakota,10.6,0.9713
46009,Bon Homme County,South Dakota,7,0.2977
46011,Brookings County,South Dakota,6.1,0.233
46013,Brown County,South Dakota,7.2,0.0509
46015,Brule County,South Dakota,7.6,0.4403
46017,Buffalo County,South Dakota,14.2,0.9726
46019,Butte County,South Dakota,7.4,0.2904
46021,Campbell County,South Dakota,6.6,0.1334
46023,Charles Mix County,South Dakota,8.3,0.6361
46025,Clark County,South Dakota,7.2,0.2022
46027,Clay County,South Dakota,6.4,0.5317
46029,Codington County,South Dakota,6.7,0.1296
46031,Corson County,South Dakota,11.5,0.9522
46033,Custer County,South Dakota,7.1,0.0548
46035,Davison County,South Dakota,7,0.1614
46037,Day County,South Dakota,7.4,0.462
46039,Deuel County,South Dakota,7.4,0.1009
46041,Dewey County,South Dakota,12.9,0.9577
46043,Douglas County,South Dakota,6.5,0.2521
46045,Edmunds County,South Dakota,6.8,0.1595
46047,Fall River County,South Dakota,6.1,0.2477
46049,Faulk County,South Dakota,6.4,0.1576
46051,Grant County,South Dakota,6.9,0.1515
46053,Gregory County,South Dakota,6.2,0.4225
46055,Haakon County,South Dakota,7.4,0.2569
46057,Hamlin County,South Dakota,7.8,0.0971
46059,Hand County,South Dakota,6.5,0.1149
46061,Hanson County,South Dakota,8.4,0.2076
46063,Harding County,South Dakota,7.6,0.2442
46065,Hughes County,South Dakota,7.3,0.042
46067,Hutchinson County,South Dakota,6.8,0.2658
46069,Hyde County,South Dakota,7.3,0.0805
46071,Jackson County,South Dakota,8.9,0.7816
46073,Jerauld County,South Dakota,7.3,0.1137
46075,Jones County,South Dakota,6.7,0.0433
46077,Kingsbury County,South Dakota,6.6,0.0337
46079,Lake County,South Dakota,7,0.1207
46081,Lawrence County,South Dakota,6.8,0.1232
46083,Lincoln County,South Dakota,6.5,0
46085,Lyman County,South Dakota,8,0.5778
46091,Marshall County,South Dakota,6.5,0.1694
46087,Mccook County,South Dakota,7.2,0.0414
46089,Mcpherson County,South Dakota,8.4,0.617
46093,Meade County,South Dakota,7.4,0.0538
46095,Mellette County,South Dakota,9.6,0.9064
46097,Miner County,South Dakota,6.9,0.0449
46099,Minnehaha County,South Dakota,8.1,0.1359
46101,Moody County,South Dakota,8,0.1983
46103,Pennington County,South Dakota,7.9,0.1496
46105,Perkins County,South Dakota,6.5,0.2445
46107,Potter County,South Dakota,7.4,0.1417
46109,Roberts County,South Dakota,9.7,0.596
46111,Sanborn County,South Dakota,6.8,0.1474
46113,Shannon County,South Dakota,No Data,0.9838
46115,Spink County,South Dakota,7.2,0.1277
46117,Stanley County,South Dakota,7,0.0729
46119,Sully County,South Dakota,6.4,0.0102
46121,Todd County,South Dakota,14.7,0.9914
46123,Tripp County,South Dakota,6.5,0.4413
46125,Turner County,South Dakota,6.2,0.1047
46127,Union County,South Dakota,8,0.0032
46129,Walworth County,South Dakota,8.7,0.2041
46135,Yankton County,South Dakota,6.6,0.1344
46137,Ziebach County,South Dakota,14.7,0.9089
47001,Anderson County,Tennessee,6.6,0.4919
47003,Bedford County,Tennessee,9.1,0.78
47005,Benton County,Tennessee,8.1,0.8984
47007,Bledsoe County,Tennessee,9.1,0.9153
47009,Blount County,Tennessee,9.1,0.453
47011,Bradley County,Tennessee,12,0.7456
47013,Campbell County,Tennessee,8.5,0.9366
47015,Cannon County,Tennessee,7.4,0.802
47017,Carroll County,Tennessee,8,0.8376
47019,Carter County,Tennessee,10.2,0.8147
47021,Cheatham County,Tennessee,8.4,0.5231
47023,Chester County,Tennessee,8,0.8736
47025,Claiborne County,Tennessee,7.7,0.8892
47027,Clay County,Tennessee,7.1,0.7982
47029,Cocke County,Tennessee,11.4,0.9433
47031,Coffee County,Tennessee,8.5,0.7736
47033,Crockett County,Tennessee,7.7,0.7151
47035,Cumberland County,Tennessee,9.3,0.6536
47037,Davidson County,Tennessee,10.3,0.4473
47039,Decatur County,Tennessee,9.4,0.7453
47041,Dekalb County,Tennessee,8.3,0.7813
47043,Dickson County,Tennessee,7.5,0.5409
47045,Dyer County,Tennessee,11.2,0.5559
47047,Fayette County,Tennessee,8.9,0.4002
47049,Fentress County,Tennessee,7.9,0.9316
47051,Franklin County,Tennessee,9.6,0.6753
47053,Gibson County,Tennessee,9.7,0.7714
47055,Giles County,Tennessee,9.4,0.7768
47057,Grainger County,Tennessee,8.2,0.8914
47059,Greene County,Tennessee,9.3,0.8115
47061,Grundy County,Tennessee,11.1,0.9347
47063,Hamblen County,Tennessee,9.8,0.8319
47065,Hamilton County,Tennessee,11.6,0.426
47067,Hancock County,Tennessee,7.5,0.9774
47069,Hardeman County,Tennessee,10.2,0.978
47071,Hardin County,Tennessee,8.1,0.8806
47073,Hawkins County,Tennessee,9.1,0.7077
47075,Haywood County,Tennessee,9,0.8959
47077,Henderson County,Tennessee,10.6,0.8179
47079,Henry County,Tennessee,8.9,0.7666
47081,Hickman County,Tennessee,8.3,0.8469
47083,Houston County,Tennessee,7.6,0.7724
47085,Humphreys County,Tennessee,7.9,0.6619
47087,Jackson County,Tennessee,8.6,0.9583
47089,Jefferson County,Tennessee,8.9,0.7119
47091,Johnson County,Tennessee,8.8,0.9086
47093,Knox County,Tennessee,10.4,0.263
47095,Lake County,Tennessee,9.1,0.9876
47097,Lauderdale County,Tennessee,11.5,0.9764
47099,Lawrence County,Tennessee,9.9,0.8405
47101,Lewis County,Tennessee,7.9,0.8383
47103,Lincoln County,Tennessee,9.3,0.6065
47105,Loudon County,Tennessee,7.6,0.4903
47111,Macon County,Tennessee,8.4,0.8854
47113,Madison County,Tennessee,10.1,0.6367
47115,Marion County,Tennessee,9.8,0.7421
47117,Marshall County,Tennessee,8.9,0.6947
47119,Maury County,Tennessee,7.5,0.5291
47107,Mcminn County,Tennessee,10.5,0.7329
47109,Mcnairy County,Tennessee,8.9,0.9293
47121,Meigs County,Tennessee,8.2,0.9449
47123,Monroe County,Tennessee,9.7,0.8612
47125,Montgomery County,Tennessee,10.8,0.4855
47127,Moore County,Tennessee,6.6,0.497
47129,Morgan County,Tennessee,7.4,0.8379
47131,Obion County,Tennessee,9.8,0.7854
47133,Overton County,Tennessee,9,0.8602
47135,Perry County,Tennessee,8.6,0.9341
47137,Pickett County,Tennessee,7.5,0.5944
47139,Polk County,Tennessee,9.5,0.8265
47141,Putnam County,Tennessee,8.6,0.7606
47143,Rhea County,Tennessee,10.3,0.8956
47145,Roane County,Tennessee,8.6,0.632
47147,Robertson County,Tennessee,8.5,0.4511
47149,Rutherford County,Tennessee,9.7,0.3209
47151,Scott County,Tennessee,8.8,0.9704
47153,Sequatchie County,Tennessee,7.6,0.709
47155,Sevier County,Tennessee,8.8,0.6205
47157,Shelby County,Tennessee,11.7,0.6243
47159,Smith County,Tennessee,8.9,0.6024
47161,Stewart County,Tennessee,8.2,0.7479
47163,Sullivan County,Tennessee,11.9,0.5848
47165,Sumner County,Tennessee,6.9,0.2114
47167,Tipton County,Tennessee,9.2,0.5807
47169,Trousdale County,Tennessee,8,0.7485
47171,Unicoi County,Tennessee,8.8,0.8354
47173,Union County,Tennessee,8.5,0.8965
47175,Van Buren County,Tennessee,7.8,0.7921
47177,Warren County,Tennessee,12.7,0.7762
47179,Washington County,Tennessee,9.7,0.39
47181,Wayne County,Tennessee,8.7,0.9494
47183,Weakley County,Tennessee,8.3,0.8357
47185,White County,Tennessee,10.2,0.8895
47187,Williamson County,Tennessee,6.9,0.0051
47189,Wilson County,Tennessee,7.2,0.2152
48001,Anderson County,Texas,8.9,0.6447
48003,Andrews County,Texas,8.4,0.2989
48005,Angelina County,Texas,8.8,0.7504
48007,Aransas County,Texas,8.5,0.5005
48009,Archer County,Texas,7.2,0.1589
48011,Armstrong County,Texas,7.2,0.1159
48013,Atascosa County,Texas,8.4,0.6332
48015,Austin County,Texas,8.6,0.2662
48017,Bailey County,Texas,8.4,0.7784
48019,Bandera County,Texas,8.4,0.3219
48021,Bastrop County,Texas,8.6,0.6119
48023,Baylor County,Texas,8.4,0.2837
48025,Bee County,Texas,8.6,0.8437
48027,Bell County,Texas,9.1,0.4604
48029,Bexar County,Texas,8.7,0.5473
48031,Blanco County,Texas,8.4,0.2544
48033,Borden County,Texas,9.1,0.0016
48035,Bosque County,Texas,8.4,0.5571
48037,Bowie County,Texas,9,0.5737
48039,Brazoria County,Texas,8.9,0.2273
48041,Brazos County,Texas,8.7,0.6679
48043,Brewster County,Texas,8.5,0.2385
48045,Briscoe County,Texas,9,0.6141
48047,Brooks County,Texas,8.3,0.9971
48049,Brown County,Texas,8.5,0.5517
48051,Burleson County,Texas,8.7,0.574
48053,Burnet County,Texas,8.4,0.411
48055,Caldwell County,Texas,8.6,0.6784
48057,Calhoun County,Texas,8.6,0.6606
48059,Callahan County,Texas,8.4,0.5027
48061,Cameron County,Texas,8.2,0.9675
48063,Camp County,Texas,8.9,0.8812
48065,Carson County,Texas,7.2,0.0783
48067,Cass County,Texas,8.8,0.7418
48069,Castro County,Texas,8.4,0.6246
48071,Chambers County,Texas,8.7,0.2846
48073,Cherokee County,Texas,8.8,0.7491
48075,Childress County,Texas,9.1,0.4702
48077,Clay County,Texas,8.4,0.2951
48079,Cochran County,Texas,8.5,0.8322
48081,Coke County,Texas,9,0.1541
48083,Coleman County,Texas,8.5,0.6692
48085,Collin County,Texas,8.9,0.0204
48087,Collingsworth County,Texas,8.6,0.6342
48089,Colorado County,Texas,8.7,0.4823
48091,Comal County,Texas,7.3,0.128
48093,Comanche County,Texas,8.4,0.7771
48095,Concho County,Texas,8.4,0.5536
48097,Cooke County,Texas,8.5,0.446
48099,Coryell County,Texas,8.9,0.5734
48101,Cottle County,Texas,8.6,0.7335
48103,Crane County,Texas,8.4,0.4858
48105,Crockett County,Texas,8.5,0.5798
48107,Crosby County,Texas,8.5,0.8946
48109,Culberson County,Texas,8.4,0.9443
48111,Dallam County,Texas,8.4,0.6772
48113,Dallas County,Texas,9.2,0.5982
48115,Dawson County,Texas,8.5,0.8118
48117,Deaf Smith County,Texas,8.4,0.7456
48119,Delta County,Texas,8.6,0.7966
48121,Denton County,Texas,8.8,0.0592
48123,Dewitt County,Texas,8.6,0.4454
48125,Dickens County,Texas,8.4,0.7873
48127,Dimmit County,Texas,8.3,0.866
48129,Donley County,Texas,8.5,0.4613
48131,Duval County,Texas,8.3,0.88
48133,Eastland County,Texas,8.4,0.5505
48135,Ector County,Texas,8.5,0.4607
48137,Edwards County,Texas,8.4,0.6103
48141,El Paso County,Texas,8.4,0.8615
48139,Ellis County,Texas,8.6,0.3684
48143,Erath County,Texas,9,0.6221
48145,Falls County,Texas,9.7,0.844
48147,Fannin County,Texas,8.6,0.6616
48149,Fayette County,Texas,8.5,0.2579
48151,Fisher County,Texas,9.1,0.4082
48153,Floyd County,Texas,8.5,0.6918
48155,Foard County,Texas,8.4,0.5699
48157,Fort Bend County,Texas,9.5,0.1095
48159,Franklin County,Texas,8.5,0.3142
48161,Freestone County,Texas,8.8,0.5237
48163,Frio County,Texas,8.4,0.8475
48165,Gaines County,Texas,8.4,0.5514
48167,Galveston County,Texas,8.8,0.2993
48169,Garza County,Texas,8.5,0.5721
48171,Gillespie County,Texas,8.4,0.2588
48173,Glasscock County,Texas,8.4,0.1442
48175,Goliad County,Texas,8.5,0.2897
48177,Gonzales County,Texas,8.6,0.7822
48179,Gray County,Texas,8.6,0.4642
48181,Grayson County,Texas,8.6,0.4944
48183,Gregg County,Texas,8.9,0.5269
48185,Grimes County,Texas,8.8,0.646
48187,Guadalupe County,Texas,7.4,0.2557
48189,Hale County,Texas,8.5,0.8676
48191,Hall County,Texas,8.5,0.9405
48193,Hamilton County,Texas,9,0.391
48195,Hansford County,Texas,8.4,0.545
48197,Hardeman County,Texas,9.1,0.8532
48199,Hardin County,Texas,8.5,0.3184
48201,Harris County,Texas,9.1,0.5361
48203,Harrison County,Texas,9,0.5552
48205,Hartley County,Texas,8.5,0.3165
48207,Haskell County,Texas,8.4,0.6412
48209,Hays County,Texas,7.3,0.3442
48211,Hemphill County,Texas,8.4,0.2623
48213,Henderson County,Texas,8.6,0.7109
48215,Hidalgo County,Texas,8.3,0.9666
48217,Hill County,Texas,8.6,0.7794
48219,Hockley County,Texas,8.5,0.5712
48221,Hood County,Texas,8.4,0.2343
48223,Hopkins County,Texas,8.6,0.7011
48225,Houston County,Texas,9.7,0.8153
48227,Howard County,Texas,8.6,0.6304
48229,Hudspeth County,Texas,8.4,0.9004
48231,Hunt County,Texas,8.6,0.7437
48233,Hutchinson County,Texas,8.5,0.4632
48235,Irion County,Texas,7.2,0.2254
48237,Jack County,Texas,8.5,0.5431
48239,Jackson County,Texas,8.6,0.4174
48241,Jasper County,Texas,8.8,0.7857
48243,Jeff Davis County,Texas,8.5,0.1866
48245,Jefferson County,Texas,9.4,0.6988
48247,Jim Hogg County,Texas,8.9,0.808
48249,Jim Wells County,Texas,8.4,0.7364
48251,Johnson County,Texas,8.5,0.4269
48253,Jones County,Texas,8.7,0.7405
48255,Karnes County,Texas,8.5,0.6628
48257,Kaufman County,Texas,8.7,0.504
48259,Kendall County,Texas,7.2,0.056
48261,Kenedy County,Texas,8.4,0.7755
48263,Kent County,Texas,9,0.2888
48265,Kerr County,Texas,8.4,0.3859
48267,Kimble County,Texas,9,0.5839
48269,King County,Texas,9,0.2098
48271,Kinney County,Texas,8.5,0.9831
48273,Kleberg County,Texas,9.1,0.9147
48275,Knox County,Texas,8.6,0.6654
48283,La Salle County,Texas,8.3,0.758
48277,Lamar County,Texas,8.8,0.6081
48279,Lamb County,Texas,8.4,0.8494
48281,Lampasas County,Texas,9.1,0.4521
48285,Lavaca County,Texas,8.5,0.3613
48287,Lee County,Texas,8.7,0.4164
48289,Leon County,Texas,8.6,0.3633
48291,Liberty County,Texas,8.7,0.829
48293,Limestone County,Texas,8.9,0.7268
48295,Lipscomb County,Texas,8.5,0.2245
48297,Live Oak County,Texas,8.5,0.5495
48299,Llano County,Texas,8.4,0.2572
48301,Loving County,Texas,8.5,0.6173
48303,Lubbock County,Texas,7.4,0.5053
48305,Lynn County,Texas,9.1,0.653
48313,Madison County,Texas,8.8,0.7937
48315,Marion County,Texas,9,0.6106
48317,Martin County,Texas,8.4,0.3798
48319,Mason County,Texas,8.4,0.2942
48321,Matagorda County,Texas,8.8,0.6931
48323,Maverick County,Texas,8.2,0.985
48307,Mcculloch County,Texas,8.4,0.5899
48309,Mclennan County,Texas,8.8,0.6348
48311,Mcmullen County,Texas,8.4,0.6122
48325,Medina County,Texas,8.5,0.5435
48327,Menard County,Texas,8.3,0.6584
48329,Midland County,Texas,8.6,0.1901
48331,Milam County,Texas,8.7,0.7211
48333,Mills County,Texas,9,0.3693
48335,Mitchell County,Texas,8.6,0.645
48337,Montague County,Texas,8.4,0.376
48339,Montgomery County,Texas,8.6,0.2426
48341,Moore County,Texas,8.5,0.6788
48343,Morris County,Texas,9,0.7806
48345,Motley County,Texas,9.1,0.6224
48347,Nacogdoches County,Texas,9.5,0.7663
48349,Navarro County,Texas,8.8,0.8411
48351,Newton County,Texas,8.9,0.6979
48353,Nolan County,Texas,8.5,0.7361
48355,Nueces County,Texas,8.5,0.5489
48357,Ochiltree County,Texas,8.4,0.5438
48359,Oldham County,Texas,8.4,0.6297
48361,Orange County,Texas,8.6,0.4314
48363,Palo Pinto County,Texas,8.5,0.6167
48365,Panola County,Texas,8.8,0.3502
48367,Parker County,Texas,8.4,0.1859
48369,Parmer County,Texas,8.3,0.6482
48371,Pecos County,Texas,8.5,0.589
48373,Polk County,Texas,8.7,0.8131
48375,Potter County,Texas,8.8,0.7252
48377,Presidio County,Texas,8.4,0.9029
48379,Rains County,Texas,8.5,0.4712
48381,Randall County,Texas,7.3,0.0697
48383,Reagan County,Texas,8.5,0.5288
48385,Real County,Texas,9,0.8198
48387,Red River County,Texas,8.9,0.7647
48389,Reeves County,Texas,8.4,0.7549
48391,Refugio County,Texas,8.6,0.5772
48393,Roberts County,Texas,9,0.001
48395,Robertson County,Texas,9,0.8061
48397,Rockwall County,Texas,8.6,0.0646
48399,Runnels County,Texas,8.5,0.6574
48401,Rusk County,Texas,8.9,0.5568
48403,Sabine County,Texas,8.6,0.8765
48405,San Augustine County,Texas,9,0.9414
48407,San Jacinto County,Texas,8.7,0.7428
48409,San Patricio County,Texas,8.4,0.5333
48411,San Saba County,Texas,8.4,0.5651
48413,Schleicher County,Texas,8.5,0.6186
48415,Scurry County,Texas,8.5,0.3961
48417,Shackelford County,Texas,8.9,0.362
48419,Shelby County,Texas,8.9,0.7202
48421,Sherman County,Texas,8.4,0.5817
48423,Smith County,Texas,8.9,0.4836
48425,Somervell County,Texas,8.3,0.2518
48427,Starr County,Texas,8.2,0.9908
48429,Stephens County,Texas,8.4,0.5957
48431,Sterling County,Texas,8.5,0.6374
48433,Stonewall County,Texas,9.1,0.5673
48435,Sutton County,Texas,8.4,0.3012
48437,Swisher County,Texas,8.6,0.7902
48439,Tarrant County,Texas,8.9,0.3929
48441,Taylor County,Texas,8.6,0.4893
48443,Terrell County,Texas,9.1,0.3626
48445,Terry County,Texas,8.4,0.5645
48447,Throckmorton County,Texas,8.9,0.2327
48449,Titus County,Texas,8.7,0.8236
48451,Tom Green County,Texas,8.5,0.4441
48453,Travis County,Texas,8.8,0.3193
48455,Trinity County,Texas,9.2,0.7096
48457,Tyler County,Texas,9.2,0.6893
48459,Upshur County,Texas,8.6,0.5377
48461,Upton County,Texas,8.6,0.5355
48463,Uvalde County,Texas,8.4,0.9115
48465,Val Verde County,Texas,8.3,0.8529
48467,Van Zandt County,Texas,8.5,0.5486
48469,Victoria County,Texas,8.5,0.5116
48471,Walker County,Texas,8.9,0.7173
48473,Waller County,Texas,9,0.7001
48475,Ward County,Texas,8.5,0.5941
48477,Washington County,Texas,8.8,0.412
48479,Webb County,Texas,8.2,0.8752
48481,Wharton County,Texas,8.7,0.7084
48483,Wheeler County,Texas,8.5,0.3072
48485,Wichita County,Texas,8.7,0.4817
48487,Wilbarger County,Texas,8.6,0.6686
48489,Willacy County,Texas,8.3,0.9672
48491,Williamson County,Texas,7.5,0.079
48493,Wilson County,Texas,8.5,0.2483
48495,Winkler County,Texas,8.4,0.4467
48497,Wise County,Texas,8.4,0.3451
48499,Wood County,Texas,8.5,0.5008
48501,Yoakum County,Texas,8.3,0.5591
48503,Young County,Texas,8.4,0.4693
48505,Zapata County,Texas,8.2,0.9319
48507,Zavala County,Texas,8.3,0.9637
49001,Beaver County,Utah,6.9,0.4394
49003,Box Elder County,Utah,7.8,0.2362
49005,Cache County,Utah,6.2,0.3849
49007,Carbon County,Utah,9.3,0.5215
49009,Daggett County,Utah,6.8,0.3534
49011,Davis County,Utah,7.2,0.0503
49013,Duchesne County,Utah,7.9,0.2665
49015,Emery County,Utah,7.4,0.3617
49017,Garfield County,Utah,8.8,0.3457
49019,Grand County,Utah,6.2,0.4158
49021,Iron County,Utah,6.4,0.7644
49023,Juab County,Utah,7.6,0.4142
49025,Kane County,Utah,8,0.1458
49027,Millard County,Utah,7.7,0.4113
49029,Morgan County,Utah,6.4,0.0398
49031,Piute County,Utah,7.1,0.8551
49033,Rich County,Utah,6.9,0.205
49035,Salt Lake County,Utah,7.7,0.2585
49037,San Juan County,Utah,9.3,0.8621
49039,Sanpete County,Utah,7.9,0.6269
49041,Sevier County,Utah,8,0.4301
49043,Summit County,Utah,4.1,0.0108
49045,Tooele County,Utah,9.6,0.269
49047,Uintah County,Utah,8.5,0.2525
49049,Utah County,Utah,6.9,0.3266
49051,Wasatch County,Utah,6.4,0.1388
49053,Washington County,Utah,6.4,0.4553
49055,Wayne County,Utah,7.2,0.334
49057,Weber County,Utah,8.2,0.3489
50001,Addison County,Vermont,6.7,0.1146
50003,Bennington County,Vermont,6.4,0.2321
50005,Caledonia County,Vermont,6.7,0.3547
50007,Chittenden County,Vermont,5.6,0.0589
50009,Essex County,Vermont,8.8,0.7058
50011,Franklin County,Vermont,7.7,0.1563
50013,Grand Isle County,Vermont,6.5,0.0621
50015,Lamoille County,Vermont,5.7,0.1455
50017,Orange County,Vermont,7,0.1827
50019,Orleans County,Vermont,7.8,0.4677
50021,Rutland County,Vermont,8,0.2732
50023,Washington County,Vermont,6.5,0.0513
50025,Windham County,Vermont,6.2,0.2038
50027,Windsor County,Vermont,6.5,0.0707
51001,Accomack County,Virginia,12.7,0.6546
51003,Albemarle County,Virginia,4.6,0.0388
51510,Alexandria City,Virginia,7.5,0.0293
51005,Alleghany County,Virginia,8.4,0.3999
51007,Amelia County,Virginia,10.3,0.34
51009,Amherst County,Virginia,8.4,0.4776
51011,Appomattox County,Virginia,9.1,0.5823
51013,Arlington County,Virginia,4.5,0.0086
51015,Augusta County,Virginia,9.2,0.22
51017,Bath County,Virginia,7.2,0.1121
51019,Bedford County,Virginia,9.3,0.212
51021,Bland County,Virginia,8.3,0.6157
51023,Botetourt County,Virginia,7.8,0.0471
51520,Bristol City,Virginia,8.4,0.795
51025,Brunswick County,Virginia,8.3,0.8991
51027,Buchanan County,Virginia,9.2,0.9331
51029,Buckingham County,Virginia,9.9,0.9252
51530,Buena Vista City,Virginia,8,0.8233
51031,Campbell County,Virginia,7.7,0.4546
51033,Caroline County,Virginia,7.9,0.5244
51035,Carroll County,Virginia,9.6,0.7259
51036,Charles City County,Virginia,9.3,0.5794
51037,Charlotte County,Virginia,8.5,0.7214
51540,Charlottesville City,Virginia,7.3,0.384
51550,Chesapeake City,Virginia,10.4,0.1465
51041,Chesterfield County,Virginia,9.1,0.1127
51043,Clarke County,Virginia,8,0.1051
51570,Colonial Heights City,Virginia,8,0.2471
51580,Covington City,Virginia,7.7,0.6129
51045,Craig County,Virginia,6.8,0.2913
51047,Culpeper County,Virginia,7.8,0.2843
51049,Cumberland County,Virginia,10.6,0.7415
51590,Danville City,Virginia,9.8,0.9051
51051,Dickenson County,Virginia,9.8,0.8634
51053,Dinwiddie County,Virginia,10.2,0.5858
51595,Emporia City,Virginia,8.8,0.9799
51057,Essex County,Virginia,9.7,0.5613
51600,Fairfax City,Virginia,6.4,0.0382
51059,Fairfax County,Virginia,5.2,0.0172
51610,Falls Church City,Virginia,6.7,0.0025
51061,Fauquier County,Virginia,7,0.0296
51063,Floyd County,Virginia,7.8,0.3897
51065,Fluvanna County,Virginia,7.6,0.1939
51620,Franklin City,Virginia,10.9,0.9185
51067,Franklin County,Virginia,7.1,0.4416
51069,Frederick County,Virginia,7.6,0.1697
51630,Fredericksburg City,Virginia,7.5,0.4292
51640,Galax City,Virginia,7.9,0.8271
51071,Giles County,Virginia,7.6,0.3674
51073,Gloucester County,Virginia,8,0.1028
51075,Goochland County,Virginia,7.1,0.0493
51077,Grayson County,Virginia,7.8,0.816
51079,Greene County,Virginia,6.6,0.2891
51081,Greensville County,Virginia,10.5,0.8465
51083,Halifax County,Virginia,10.2,0.7911
51650,Hampton City,Virginia,12,0.4639
51085,Hanover County,Virginia,8.1,0.0207
51660,Harrisonburg City,Virginia,7.6,0.7603
51087,Henrico County,Virginia,8.4,0.17
51089,Henry County,Virginia,11.4,0.8262
51091,Highland County,Virginia,7.6,0.2875
51670,Hopewell City,Virginia,10.7,0.7975
51093,Isle Of Wight County,Virginia,8.4,0.2862
51095,James City County,Virginia,7.3,0.0236
51097,King And Queen County,Virginia,8.1,0.2869
51099,King George County,Virginia,7.4,0.0672
51101,King William County,Virginia,7.2,0.1713
51103,Lancaster County,Virginia,7.7,0.2496
51105,Lee County,Virginia,11.2,0.9548
51678,Lexington City,Virginia,7.2,0.6676
51107,Loudoun County,Virginia,5.8,0.0041
51109,Louisa County,Virginia,9.3,0.3375
51111,Lunenburg County,Virginia,9,0.7892
51680,Lynchburg City,Virginia,8.7,0.7071
51113,Madison County,Virginia,8,0.4139
51683,Manassas City,Virginia,7.5,0.3639
51685,Manassas Park City,Virginia,8.1,0.2356
51690,Martinsville City,Virginia,8.4,0.9271
51115,Mathews County,Virginia,6.5,0.057
51117,Mecklenburg County,Virginia,11.7,0.7233
51119,Middlesex County,Virginia,7.1,0.1223
51121,Montgomery County,Virginia,7.2,0.4616
51125,Nelson County,Virginia,7.6,0.341
51127,New Kent County,Virginia,7.3,0.1324
51700,Newport News City,Virginia,11.4,0.433
51710,Norfolk City,Virginia,10.1,0.6533
51131,Northampton County,Virginia,9.2,0.7354
51133,Northumberland County,Virginia,8.1,0.3337
51720,Norton City,Virginia,8,0.6848
51135,Nottoway County,Virginia,11,0.8749
